Model	Tumor Type	Treatment	Volume (mm3)	body weight (g)	Days Post T0	% TVol Difference	% BW Difference
X-4347	BRCA	LJM716 + trastuzumab	545.1	25.2	24	129.8	-6
X-4347	BRCA	LJM716 + trastuzumab	690.7	25.9	27	191.2	-3.4
X-4347	BRCA	LJM716 + trastuzumab	801.9	26.2	31	238.1	-2.2
X-4347	BRCA	LJM716 + trastuzumab	884.1	25.6	34	272.7	-4.5
X-4347	BRCA	LJM716 + trastuzumab	978.8	25.6	38	312.6	-4.5
X-4347	BRCA	LJM716 + trastuzumab	1006.1	25.9	41	324.2	-3.4
X-4347	BRCA	LJM716 + trastuzumab	1395.5	26	45	488.3	-3
X-4347	BRCA	LJM716 + trastuzumab	1373.4	26	48	479	-3
X-4347	BRCA	LJM716	226.6	29.1	0	0	0
X-4347	BRCA	LJM716	293.5	28.8	4	29.5	-1
X-4347	BRCA	LJM716	373.2	29.2	10	64.7	0.3
X-4347	BRCA	LJM716	407.5	28.6	16	79.8	-1.7
X-4347	BRCA	LJM716	498.4	29.8	21	119.9	2.4
X-4347	BRCA	LJM716	552.2	29.4	25	143.7	1
X-4347	BRCA	LJM716	597.3	30.3	28	163.6	4.1
X-4347	BRCA	LJM716	507.9	31.4	32	124.1	7.9
X-4347	BRCA	LJM716	662.8	31.7	35	192.5	8.9
X-4347	BRCA	LJM716	755.2	30.6	39	233.3	5.2
X-4347	BRCA	LJM716	787.5	31	42	247.5	6.5
X-4347	BRCA	LJM716	852.5	31.4	46	276.2	7.9
X-4347	BRCA	LJM716	881.2	31.1	49	288.9	6.9
X-4347	BRCA	LKA136	261	29.2	0	0	0
X-4347	BRCA	LKA136	365.9	31.2	4	40.2	6.8
X-4347	BRCA	LKA136	354.9	30.2	7	36	3.4
X-4347	BRCA	LKA136	353.5	30.8	11	35.4	5.5
X-4347	BRCA	LKA136	451.7	31.1	14	73.1	6.5
X-4347	BRCA	LKA136	584.7	31.4	18	124	7.5
X-4347	BRCA	LKA136	592.7	31.3	21	127.1	7.2
X-4347	BRCA	LKA136	723.1	30.8	25	177	5.5
X-4347	BRCA	LKA136	783.3	31.9	28	200.1	9.2
X-4347	BRCA	LLM871	277.2	27.1	0	0	0
X-4347	BRCA	LLM871	358.9	25.8	3	29.5	-4.8
X-4347	BRCA	LLM871	359.8	26.7	6	29.8	-1.5
X-4347	BRCA	LLM871	333.4	26.6	10	20.3	-1.8
X-4347	BRCA	LLM871	408.2	26.5	13	47.3	-2.2
X-4347	BRCA	LLM871	475	26.1	17	71.4	-3.7
X-4347	BRCA	LLM871	481.3	27.1	20	73.6	0
X-4347	BRCA	LLM871	477	26.4	24	72.1	-2.6
X-4347	BRCA	LLM871	606.5	27.5	27	118.8	1.5
X-4347	BRCA	LLM871	736.6	26.6	31	165.7	-1.8
X-4347	BRCA	LLM871	709.2	27.9	34	155.8	3
X-4347	BRCA	LLM871	883	27.6	38	218.5	1.8
X-4347	BRCA	LLM871	1092.7	28.1	41	294.2	3.7
X-4347	BRCA	binimetinib	257.1	32.5	0	0	0
X-4347	BRCA	binimetinib	239.7	32.5	4	-6.8	0
X-4347	BRCA	binimetinib	239.8	33	8	-6.7	1.5
X-4347	BRCA	binimetinib	210.6	31.9	11	-18.1	-1.8
X-4347	BRCA	binimetinib	165.3	32.2	14	-35.7	-0.9
X-4347	BRCA	binimetinib	206.1	31.6	18	-19.8	-2.8
X-4347	BRCA	binimetinib	189	32	21	-26.5	-1.5
X-4347	BRCA	binimetinib	177.7	32.2	25	-30.9	-0.9
X-4347	BRCA	binimetinib	162.7	31.6	28	-36.7	-2.8
X-4347	BRCA	binimetinib	126.8	32	32	-50.7	-1.5
X-4347	BRCA	binimetinib	175.8	31.7	35	-31.6	-2.5
X-4347	BRCA	binimetinib	177.3	30.7	39	-31	-5.5
X-4347	BRCA	binimetinib	155.3	30.9	42	-39.6	-4.9
X-4347	BRCA	binimetinib	107.2	29.5	50	-58.3	-9.2
X-4347	BRCA	binimetinib	112.9	26.8	53	-56.1	-17.5
X-4347	BRCA	binimetinib	105.9	27	56	-58.8	-16.9
X-4347	BRCA	paclitaxel	210.8	26.5	0	0	0
X-4347	BRCA	paclitaxel	276.1	29.2	6	31	10.2
X-4347	BRCA	paclitaxel	278.8	28.4	10	32.3	7.2
X-4347	BRCA	paclitaxel	343	28	13	62.7	5.7
X-4347	BRCA	paclitaxel	344.4	27.2	17	63.4	2.6
X-4347	BRCA	paclitaxel	387.5	27.8	20	83.8	4.9
X-4347	BRCA	paclitaxel	376.2	28.2	24	78.5	6.4
X-4347	BRCA	paclitaxel	387.1	29.1	27	83.6	9.8
X-4347	BRCA	paclitaxel	393.6	28.6	31	86.7	7.9
X-4347	BRCA	paclitaxel	532.3	28.6	37	152.5	7.9
X-4347	BRCA	paclitaxel	501.3	29.6	48	137.8	11.7
X-4347	BRCA	paclitaxel	749.5	29.4	52	255.6	10.9
X-4347	BRCA	paclitaxel	724.7	30.4	55	243.8	14.7
X-4347	BRCA	paclitaxel	768	30.2	59	264.3	14
X-4347	BRCA	paclitaxel	892.2	29.8	62	323.2	12.5
X-4347	BRCA	tamoxifen	223.3	30.9	0	0	0
X-4347	BRCA	tamoxifen	288.9	31.7	4	29.4	2.6
X-4347	BRCA	tamoxifen	330.9	32.2	10	48.2	4.2
X-4347	BRCA	tamoxifen	406.4	32.9	16	82	6.5
X-4347	BRCA	tamoxifen	441.3	33.2	21	97.6	7.4
X-4347	BRCA	tamoxifen	451.5	32.2	25	102.2	4.2
X-4347	BRCA	tamoxifen	435.3	32.1	28	94.9	3.9
X-4347	BRCA	tamoxifen	432.9	32.5	32	93.9	5.2
X-4347	BRCA	tamoxifen	539.2	32.3	35	141.5	4.5
X-4347	BRCA	tamoxifen	627.3	32.8	39	180.9	6.1
X-4347	BRCA	tamoxifen	785.8	32.7	42	251.9	5.8
X-4347	BRCA	tamoxifen	821.1	32.5	46	267.7	5.2
X-4347	BRCA	tamoxifen	863.2	33.2	49	286.6	7.4
X-4347	BRCA	trastuzumab	222.2	26.4	0	0	0
X-4347	BRCA	trastuzumab	310.6	27	6	39.8	2.3
X-4347	BRCA	trastuzumab	364.1	27.9	10	63.9	5.7
X-4347	BRCA	trastuzumab	397.9	28.4	13	79.1	7.6
X-4347	BRCA	trastuzumab	355.3	28.3	17	59.9	7.2
X-4347	BRCA	trastuzumab	508	28.2	20	128.6	6.8
X-4347	BRCA	trastuzumab	526	28.3	24	136.7	7.2
X-4347	BRCA	trastuzumab	525.6	28.7	27	136.5	8.7
X-4347	BRCA	trastuzumab	602.8	28.4	31	171.3	7.6
X-4347	BRCA	trastuzumab	697.3	29	34	213.8	9.8
X-4347	BRCA	trastuzumab	709.2	29.2	38	219.2	10.6
X-4347	BRCA	trastuzumab	725.6	29.8	41	226.6	12.9
X-4347	BRCA	trastuzumab	775.1	28.5	45	248.8	8
X-4347	BRCA	trastuzumab	774.2	29.2	48	248.4	10.6
X-4347	BRCA	trastuzumab	868.6	29.4	52	290.9	11.4
X-4347	BRCA	trastuzumab	979.3	29.1	55	340.7	10.2
X-4347	BRCA	trastuzumab	984.1	29.9	59	342.9	13.3
X-4347	BRCA	trastuzumab	1187	30.3	62	434.2	14.8
X-4347	BRCA	untreated	369.4	31.5	0	0	0
X-4347	BRCA	untreated	404.4	31	3	9.5	-1.6
X-4347	BRCA	untreated	575.3	31.4	6	55.7	-0.3
X-4347	BRCA	untreated	698.2	30.8	10	89	-2.2
X-4347	BRCA	untreated	804.7	32.3	13	117.8	2.5
X-4347	BRCA	untreated	981.8	32	17	165.8	1.6
X-4347	BRCA	LFW527 + everolimus	187.85	26.9	0	0	0
X-4347	BRCA	LFW527 + everolimus	176.99	25.4	4	-5.8	-5.6
X-4347	BRCA	LFW527 + everolimus	199.49	24.8	8	6.2	-7.8
X-4347	BRCA	LFW527 + everolimus	202.54	24.8	11	7.8	-7.8
X-4347	BRCA	LFW527 + everolimus	179.82	23.6	14	-4.3	-12.3
X-4347	BRCA	LFW527 + everolimus	196.76	23.5	18	4.7	-12.6
X-4347	BRCA	LFW527 + everolimus	174.45	23.4	21	-7.1	-13
X-4347	BRCA	LFW527 + everolimus	228.94	23.5	25	21.9	-12.6
X-4347	BRCA	LFW527 + everolimus	228.86	23.5	28	21.8	-12.6
X-4347	BRCA	LFW527 + everolimus	231.1	24.2	32	23	-10
X-4347	BRCA	LFW527 + everolimus	210.89	24.5	35	12.3	-8.9
X-4347	BRCA	LFW527 + everolimus	221.12	24.1	38	17.7	-10.4
X-4347	BRCA	LFW527 + everolimus	242.15	23.5	42	28.9	-12.6
X-4347	BRCA	LFW527 + everolimus	242.14	22.6	45	28.9	-16
X-4347	BRCA	LFW527 + everolimus	263.8	25.7	49	40.4	-4.5
X-4347	BRCA	LFW527 + everolimus	307	24.1	52	63.4	-10.4
X-4347	BRCA	LFW527 + everolimus	287.75	24.1	56	53.2	-10.4
X-4347	BRCA	LFW527 + everolimus	353.94	24.5	59	88.4	-8.9
X-4347	BRCA	LFW527 + everolimus	326.49	24.4	63	73.8	-9.3
X-4347	BRCA	LFW527 + everolimus	357.25	23.8	66	90.2	-11.5
X-4347	BRCA	LFW527 + everolimus	331.07	23.8	70	76.2	-11.5
X-4347	BRCA	LFW527 + everolimus	360.86	23.8	73	92.1	-11.5
X-4347	BRCA	LFW527 + everolimus	369.97	23.9	77	96.9	-11.2
X-4347	BRCA	LFW527 + everolimus	384.8	24.1	81	104.8	-10.4
X-4347	BRCA	LFW527 + everolimus	315.36	22.7	84	67.9	-15.6
X-4347	BRCA	LFW527 + everolimus	364.9	24.7	87	94.3	-8.2
X-4347	BRCA	LFW527 + everolimus	390.25	24.8	91	107.7	-7.8
X-4347	BRCA	LFW527 + everolimus	360.48	24.2	94	91.9	-10
X-4347	BRCA	LFW527 + everolimus	372.71	23	98	98.4	-14.5
X-4377	PDAC	abraxane	245.5	23.8	0	0	0
X-4377	PDAC	abraxane	408	24.1	2	66.2	1.3
X-4377	PDAC	abraxane	574.5	23.8	6	134	0
X-4377	PDAC	abraxane	878.3	24.6	9	257.8	3.4
X-4377	PDAC	BKM120 + binimetinib	217.2	24.9	0	0	0
X-4377	PDAC	BKM120 + binimetinib	245.2	24.7	4	12.9	-0.8
X-4377	PDAC	BKM120 + binimetinib	243.4	24.9	7	12.1	0
X-4377	PDAC	BKM120 + binimetinib	202.2	23.5	11	-6.9	-5.6
X-4377	PDAC	BKM120 + binimetinib	250.7	22.4	14	15.4	-10
X-4377	PDAC	BKM120 + binimetinib	187.6	22.8	17	-13.6	-8.4
X-4377	PDAC	BKM120 + binimetinib	234.2	23.3	20	7.8	-6.4
X-4377	PDAC	BKM120 + binimetinib	265.6	24.1	25	22.3	-3.2
X-4377	PDAC	BKM120 + binimetinib	236.3	23.6	28	8.8	-5.2
X-4377	PDAC	BKM120 + binimetinib	204.1	24.6	32	-6	-1.2
X-4377	PDAC	BKM120 + binimetinib	437.8	25.8	35	101.6	3.6
X-4377	PDAC	BKM120 + binimetinib	270.2	25.1	38	24.4	0.8
X-4377	PDAC	BKM120 + binimetinib	353.2	24.9	42	62.6	0
X-4377	PDAC	BKM120 + binimetinib	311.7	25.8	45	43.5	3.6
X-4377	PDAC	BKM120 + binimetinib	289.4	25.4	48	33.2	2
X-4377	PDAC	BKM120 + binimetinib	322	24.7	52	48.3	-0.8
X-4377	PDAC	BKM120 + binimetinib	356.1	26.1	56	64	4.8
X-4377	PDAC	BKM120 + binimetinib	519	25.9	60	139	4
X-4377	PDAC	BKM120 + binimetinib	582.9	24.8	63	168.4	-0.4
X-4377	PDAC	BKM120 + binimetinib	496.1	24.6	66	128.4	-1.2
X-4377	PDAC	BKM120 + binimetinib	580.8	25.6	70	167.4	2.8
X-4377	PDAC	BKM120 + binimetinib	720.4	24.7	74	231.7	-0.8
X-4377	PDAC	BKM120 + LDE225	393.1	26.1	0	0	0
X-4377	PDAC	BKM120 + LDE225	489.3	26.5	1	24.5	1.5
X-4377	PDAC	BKM120 + LDE225	341.4	25.5	4	-13.2	-2.3
X-4377	PDAC	BKM120 + LDE225	334.2	25	8	-15	-4.2
X-4377	PDAC	BKM120 + LDE225	306.9	25.5	11	-21.9	-2.3
X-4377	PDAC	BKM120 + LDE225	274.7	25.1	14	-30.1	-3.8
X-4377	PDAC	BKM120 + LDE225	253.5	24.7	18	-35.5	-5.4
X-4377	PDAC	BKM120 + LDE225	233	25.8	22	-40.7	-1.1
X-4377	PDAC	BKM120 + LDE225	249.1	24.4	26	-36.6	-6.5
X-4377	PDAC	BKM120 + LDE225	211.2	20.6	29	-46.3	-21.1
X-4377	PDAC	BKM120	200.1	26.4	0	0	0
X-4377	PDAC	BKM120	167.3	26	1	-16.4	-1.5
X-4377	PDAC	BKM120	280.8	27.8	6	40.3	5.3
X-4377	PDAC	BKM120	269.8	27.7	8	34.8	4.9
X-4377	PDAC	BKM120	288.5	28.4	12	44.2	7.6
X-4377	PDAC	BKM120	383	27.4	15	91.4	3.8
X-4377	PDAC	BKM120	432.8	28.2	19	116.3	6.8
X-4377	PDAC	BKM120	687.2	27.1	22	243.4	2.7
X-4377	PDAC	BKM120	587.1	28	26	193.4	6.1
X-4377	PDAC	BKM120	619.1	27	29	209.4	2.3
X-4377	PDAC	BYL719	276.5	22.9	0	0	0
X-4377	PDAC	BYL719	368.5	23.5	4	33.3	2.6
X-4377	PDAC	BYL719	381.4	21.3	7	37.9	-7
X-4377	PDAC	BYL719	528.5	22.7	11	91.1	-0.9
X-4377	PDAC	BYL719	594.5	22.2	14	115	-3.1
X-4377	PDAC	BYL719	646	21	17	133.6	-8.3
X-4377	PDAC	BYL719	716	21.2	22	159	-7.4
X-4377	PDAC	BYL719	781.6	20.9	24	182.7	-8.7
X-4377	PDAC	BYL719	811.3	19.5	28	193.4	-14.8
X-4377	PDAC	CLR457	260.4	28.8	0	0	0
X-4377	PDAC	CLR457	270.5	29	3	3.9	0.7
X-4377	PDAC	CLR457	336	28.3	7	29	-1.7
X-4377	PDAC	CLR457	351.3	29.3	10	34.9	1.7
X-4377	PDAC	CLR457	373.1	29.2	14	43.3	1.4
X-4377	PDAC	CLR457	412.6	29.3	17	58.4	1.7
X-4377	PDAC	CLR457	431.1	29.3	20	65.6	1.7
X-4377	PDAC	CLR457	503	28.5	23	93.2	-1
X-4377	PDAC	CLR457	551.9	30.3	28	111.9	5.2
X-4377	PDAC	CLR457	605.1	29.5	31	132.4	2.4
X-4377	PDAC	CLR457	671.6	27.5	35	157.9	-4.5
X-4377	PDAC	CLR457	685.3	29.9	38	163.2	3.8
X-4377	PDAC	CLR457	741.1	29.5	41	184.6	2.4
X-4377	PDAC	HDM201	230.1	25.2	0	0	0
X-4377	PDAC	HDM201	289.2	25.2	3	25.7	0
X-4377	PDAC	HDM201	462.5	25.1	6	101	-0.4
X-4377	PDAC	HDM201	514.1	25	9	123.4	-0.8
X-4377	PDAC	HDM201	680.1	24.1	14	195.6	-4.4
X-4377	PDAC	HDM201	758.8	24.2	16	229.8	-4
X-4377	PDAC	HDM201	830.5	24.2	20	260.9	-4
X-4377	PDAC	HDM201	1048.9	24.7	27	355.8	-2
X-4377	PDAC	figitumumab" + binimetinib	273.8	28.1	0	0	0
X-4377	PDAC	figitumumab" + binimetinib	407.1	27.1	2	48.7	-3.6
X-4377	PDAC	figitumumab" + binimetinib	799.7	27.6	7	192.1	-1.8
X-4377	PDAC	figitumumab" + binimetinib	1046.5	26.9	10	282.2	-4.3
X-4377	PDAC	figitumumab" + binimetinib	1229.8	26.8	14	349.2	-4.6
X-4377	PDAC	figitumumab" + binimetinib	1004.5	26.9	17	266.9	-4.3
X-4377	PDAC	figitumumab" + binimetinib	1609.4	27	21	487.8	-3.9
X-4377	PDAC	figitumumab"	224.7	32.4	0	0	0
X-4377	PDAC	figitumumab"	229.7	32.9	2	2.2	1.5
X-4377	PDAC	figitumumab"	536.3	31	9	138.7	-4.3
X-4377	PDAC	figitumumab"	733.8	32.8	13	226.6	1.2
X-4377	PDAC	figitumumab"	947.5	34	16	321.7	4.9
X-4377	PDAC	gemcitabine-50mpk	251.3	25.1	0	0	0
X-4377	PDAC	gemcitabine-50mpk	263.1	24.9	3	4.7	-0.8
X-4377	PDAC	gemcitabine-50mpk	301.6	25.5	7	20	1.6
X-4377	PDAC	gemcitabine-50mpk	330.1	25.6	11	31.4	2
X-4377	PDAC	gemcitabine-50mpk	371.7	26.1	14	47.9	4
X-4377	PDAC	gemcitabine-50mpk	387.6	26.2	18	54.2	4.4
X-4377	PDAC	gemcitabine-50mpk	359.2	26.4	20	42.9	5.2
X-4377	PDAC	gemcitabine-50mpk	311.8	26.4	25	24.1	5.2
X-4377	PDAC	gemcitabine-50mpk	283.7	26.6	31	12.9	6
X-4377	PDAC	gemcitabine-50mpk	252.9	26	35	0.6	3.6
X-4377	PDAC	gemcitabine-50mpk	227.2	26.5	39	-9.6	5.6
X-4377	PDAC	gemcitabine-50mpk	197.9	26.1	41	-21.2	4
X-4377	PDAC	gemcitabine-50mpk	216.3	26.8	46	-13.9	6.8
X-4377	PDAC	gemcitabine-50mpk	215.3	25.8	48	-14.3	2.8
X-4377	PDAC	gemcitabine-50mpk	274.8	25.5	53	9.4	1.6
X-4377	PDAC	gemcitabine-50mpk	283.4	26.1	56	12.8	4
X-4377	PDAC	gemcitabine-50mpk	257.4	26.5	60	2.4	5.6
X-4377	PDAC	gemcitabine-50mpk	235.9	25.8	63	-6.1	2.8
X-4377	PDAC	gemcitabine-50mpk	317	25.4	67	26.1	1.2
X-4377	PDAC	gemcitabine-50mpk	371.1	26.3	70	47.7	4.8
X-4377	PDAC	gemcitabine-50mpk	512.8	25.6	73	104.1	2
X-4377	PDAC	INC424 + binimetinib	303.9	34.2	0	0	0
X-4377	PDAC	INC424 + binimetinib	351.9	33.7	1	15.8	-1.5
X-4377	PDAC	INC424 + binimetinib	347	31.1	4	14.2	-9.1
X-4377	PDAC	INC424 + binimetinib	366.3	31.5	8	20.5	-7.9
X-4377	PDAC	INC424 + binimetinib	597.9	32	11	96.7	-6.4
X-4377	PDAC	INC424 + binimetinib	440.4	32.5	14	44.9	-5
X-4377	PDAC	INC424 + binimetinib	679.9	31.6	18	123.7	-7.6
X-4377	PDAC	INC424 + binimetinib	800.9	32.4	22	163.5	-5.3
X-4377	PDAC	INC424 + binimetinib	946.3	32	26	211.4	-6.4
X-4377	PDAC	INC424 + binimetinib	978	31.4	29	221.8	-8.2
X-4377	PDAC	INC424 + binimetinib	1007.4	31.2	32	231.5	-8.8
X-4377	PDAC	INC424 + binimetinib	1614.5	31.2	36	431.3	-8.8
X-4377	PDAC	INC424	231.5	25.6	0	0	0
X-4377	PDAC	INC424	306.1	25.6	3	32.2	0
X-4377	PDAC	INC424	457.6	24.9	6	97.7	-2.7
X-4377	PDAC	INC424	559.7	25.4	9	141.8	-0.8
X-4377	PDAC	INC424	699.7	24.7	14	202.2	-3.5
X-4377	PDAC	INC424	816.1	25	16	252.5	-2.3
X-4377	PDAC	INC424	905.1	24.6	20	291	-3.9
X-4377	PDAC	LEE011	214.7	23.7	0	0	0
X-4377	PDAC	LEE011	266.6	24.9	4	24.2	5.1
X-4377	PDAC	LEE011	263.6	24.1	7	22.8	1.7
X-4377	PDAC	LEE011	289.3	24.4	11	34.7	3
X-4377	PDAC	LEE011	320.2	25.9	14	49.1	9.3
X-4377	PDAC	LEE011	461.6	25.7	18	115	8.4
X-4377	PDAC	LEE011	492	26.6	21	129.2	12.2
X-4377	PDAC	LEE011	565	27.2	25	163.2	14.8
X-4377	PDAC	LEE011	631.8	27.6	28	194.3	16.5
X-4377	PDAC	LEE011	731	27.3	33	240.5	15.2
X-4377	PDAC	LEE011	811.3	27.8	36	277.9	17.3
X-4377	PDAC	LEE011	948.6	27.5	39	341.8	16
X-4377	PDAC	LEE011	1055.5	28.1	42	391.6	18.6
X-4377	PDAC	WNT974	216.8	25.8	0	0	0
X-4377	PDAC	WNT974	278.7	26.9	2	28.6	4.3
X-4377	PDAC	WNT974	281.7	25.3	5	29.9	-1.9
X-4377	PDAC	WNT974	288.3	25.5	8	33	-1.2
X-4377	PDAC	WNT974	305	25.5	13	40.7	-1.2
X-4377	PDAC	WNT974	231.8	25.7	16	6.9	-0.4
X-4377	PDAC	WNT974	350.4	25.7	20	61.6	-0.4
X-4377	PDAC	WNT974	384.3	26.7	23	77.3	3.5
X-4377	PDAC	WNT974	547.9	26.8	26	152.7	3.9
X-4377	PDAC	WNT974	752.1	26.8	34	246.9	3.9
X-4377	PDAC	WNT974	874.7	27	36	303.5	4.7
X-4377	PDAC	WNT974	756.2	26.6	41	248.8	3.1
X-4377	PDAC	WNT974	1162.6	27.5	44	436.3	6.6
X-4377	PDAC	WNT974	992.8	26.8	47	357.9	3.9
X-4377	PDAC	WNT974	1047.4	NA	51	383.1	3.9
X-4377	PDAC	WNT974	1103.2	26.8	55	408.9	3.9
X-4377	PDAC	WNT974	1209.6	28.1	58	457.9	8.9
X-4377	PDAC	WNT974	1244.7	27.1	63	474.1	5
X-4377	PDAC	LKA136	202.5	26.7	0	0	0
X-4377	PDAC	LKA136	217.4	26.7	1	7.4	0
X-4377	PDAC	LKA136	182.3	26	5	-10	-2.6
X-4377	PDAC	LKA136	84.9	25.7	8	-58.1	-3.7
X-4377	PDAC	LKA136	72.1	24.5	11	-64.4	-8.2
X-4377	PDAC	LKA136	15.6	25.5	15	-92.3	-4.5
X-4377	PDAC	LKA136	0	25.2	19	-100	-5.6
X-4377	PDAC	LKA136	0	25.4	22	-100	-4.9
X-4377	PDAC	LKA136	0	26.3	26	-100	-1.5
X-4377	PDAC	LKA136	0	26.2	29	-100	-1.9
X-4377	PDAC	LKA136	0	25.8	32	-100	-3.4
X-4377	PDAC	LKA136	0	26.3	34	-100	-1.5
X-4377	PDAC	LKA136	0	26.5	40	-100	-0.7
X-4377	PDAC	LKA136	0	26.6	42	-100	-0.4
X-4377	PDAC	LKA136	0	26.2	47	-100	-1.9
X-4377	PDAC	LKA136	0	26.1	53	-100	-2.2
X-4377	PDAC	LKA136	0	26.8	57	-100	0.4
X-4377	PDAC	LKA136	0	27.1	61	-100	1.5
X-4377	PDAC	LKA136	0.1	27.1	64	-100	1.5
X-4377	PDAC	LKA136	0	25.9	69	-100	-3
X-4377	PDAC	LKA136	0	27.1	71	-100	1.5
X-4377	PDAC	LKA136	0	27	75	-100	1.1
X-4377	PDAC	LKA136	0	26.6	78	-100	-0.4
X-4377	PDAC	LKA136	0	27.2	81	-100	1.9
X-4377	PDAC	LKA136	0	27.1	84	-100	1.5
X-4377	PDAC	LKA136	0	25.3	89	-100	-5.2
X-4377	PDAC	binimetinib	290.2	25.9	0	0	0
X-4377	PDAC	binimetinib	291	25.7	4	0.3	-0.8
X-4377	PDAC	binimetinib	268.8	25.4	7	-7.4	-1.9
X-4377	PDAC	binimetinib	274	26.2	11	-5.6	1.2
X-4377	PDAC	binimetinib	400	26.3	14	37.8	1.5
X-4377	PDAC	binimetinib	288.8	25.6	17	-0.5	-1.2
X-4377	PDAC	binimetinib	308.1	26.3	20	6.2	1.5
X-4377	PDAC	binimetinib	331.2	26	25	14.1	0.4
X-4377	PDAC	binimetinib	337.7	25.9	28	16.4	0
X-4377	PDAC	binimetinib	250.1	25.6	32	-13.8	-1.2
X-4377	PDAC	binimetinib	204.1	24.9	35	-29.7	-3.9
X-4377	PDAC	binimetinib-3.5mpk	251.2	29.1	0	0	0
X-4377	PDAC	binimetinib-3.5mpk	289.5	29	2	15.2	-0.3
X-4377	PDAC	binimetinib-3.5mpk	455.8	30.2	6	81.4	3.8
X-4377	PDAC	binimetinib-3.5mpk	413.7	29	9	64.7	-0.3
X-4377	PDAC	binimetinib-3.5mpk	773.2	28.4	13	207.8	-2.4
X-4377	PDAC	binimetinib-3.5mpk	769.7	29.4	16	206.4	1
X-4377	PDAC	binimetinib-3.5mpk	1005.5	29.6	20	300.3	1.7
X-4377	PDAC	binimetinib-3.5mpk	1226.3	29.9	23	388.2	2.7
X-4377	PDAC	binimetinib-3.5mpk	1339.2	30.3	26	433.1	4.1
X-4377	PDAC	binimetinib-3.5mpk	1619.3	30	28	544.6	3.1
X-4377	PDAC	trametinib	285	24.9	0	0	0
X-4377	PDAC	trametinib	176.3	24.7	4	-38.1	-0.8
X-4377	PDAC	trametinib	201.7	25.1	7	-29.2	0.8
X-4377	PDAC	trametinib	305.9	26	12	7.3	4.4
X-4377	PDAC	trametinib	321	25.7	14	12.6	3.2
X-4377	PDAC	trametinib	292.9	25.9	18	2.8	4
X-4377	PDAC	trametinib	286.9	25.6	21	0.7	2.8
X-4377	PDAC	trametinib	248.5	25.2	25	-12.8	1.2
X-4377	PDAC	trametinib	331.4	25.2	28	16.3	1.2
X-4377	PDAC	trametinib	322.6	26.2	32	13.2	5.2
X-4377	PDAC	trametinib	364.9	24.9	35	28	0
X-4377	PDAC	trametinib	497.8	25.5	40	74.7	2.4
X-4377	PDAC	trametinib	497.9	24.8	45	74.7	-0.4
X-4377	PDAC	trametinib	663.7	25.2	48	132.9	1.2
X-4377	PDAC	trametinib	817.6	26.4	52	186.9	6
X-4378	PDAC	abraxane	222	24.6	0	0	0
X-4378	PDAC	abraxane	230.8	25	2	4	1.6
X-4378	PDAC	abraxane	314.2	24.8	6	41.5	0.8
X-4378	PDAC	abraxane	389.5	25.8	9	75.5	4.9
X-4378	PDAC	abraxane	443.5	26.3	13	99.8	6.9
X-4378	PDAC	abraxane	478.8	26.7	16	115.7	8.5
X-4378	PDAC	abraxane	621.8	27.1	21	180.1	10.2
X-4378	PDAC	abraxane	785.7	27.2	24	253.9	10.6
X-4378	PDAC	BKM120 + binimetinib	269	36.7	0	0	0
X-4378	PDAC	BKM120 + binimetinib	251.4	31	4	-6.5	-15.5
X-4378	PDAC	BKM120 + binimetinib	248.5	32.6	7	-7.6	-11.2
X-4378	PDAC	BKM120 + binimetinib	270	33.2	11	0.4	-9.5
X-4378	PDAC	BKM120 + binimetinib	260	33	14	-3.3	-10.1
X-4378	PDAC	BKM120 + binimetinib	240.2	34.2	18	-10.7	-6.8
X-4378	PDAC	BKM120 + binimetinib	237.7	33.9	21	-11.6	-7.6
X-4378	PDAC	BKM120 + binimetinib	299.6	34.3	25	11.4	-6.5
X-4378	PDAC	BKM120 + binimetinib	306.8	33.4	28	14.1	-9
X-4378	PDAC	BKM120 + binimetinib	244.6	33.9	31	-9.1	-7.6
X-4378	PDAC	BKM120 + binimetinib	232.8	33.4	34	-13.5	-9
X-4378	PDAC	BKM120 + binimetinib	227.1	34.1	39	-15.6	-7.1
X-4378	PDAC	BKM120 + binimetinib	311.1	33	42	15.7	-10.1
X-4378	PDAC	BKM120 + binimetinib	259.1	32.8	46	-3.7	-10.6
X-4378	PDAC	BKM120 + binimetinib	305.7	32.9	49	13.6	-10.4
X-4378	PDAC	BKM120 + binimetinib	239.6	33.1	52	-10.9	-9.8
X-4378	PDAC	BKM120 + binimetinib	295	33.8	56	9.7	-7.9
X-4378	PDAC	BKM120 + binimetinib	498.5	34.5	59	85.3	-6
X-4378	PDAC	BKM120 + binimetinib	336.8	33.7	62	25.2	-8.2
X-4378	PDAC	BKM120 + binimetinib	338.3	33.4	66	25.8	-9
X-4378	PDAC	BKM120 + binimetinib	451.6	34.3	70	67.9	-6.5
X-4378	PDAC	BKM120 + binimetinib	532.3	35	74	97.9	-4.6
X-4378	PDAC	BKM120 + binimetinib	454.3	34.3	77	68.9	-6.5
X-4378	PDAC	BKM120 + binimetinib	479.9	34.3	80	78.4	-6.5
X-4378	PDAC	BKM120 + binimetinib	542	34.3	84	101.5	-6.5
X-4378	PDAC	BKM120 + LDE225	349	24.9	0	0	0
